,Sexo,Poblacion_ocupada_en_la_industria_manufacturera,Poblaci n_ocupada,Tasa_de_ocupaci n_en_la_industria_manufacturera
221,Mujeres,157248,766952,20.502978020000000000000
222,Hombres,47492,762389,6.2293658490000000000000
223,Mujeres,67471,445551,15.143272040000000000000
224,Hombres,84724,594997,14.239399530000000000000
225,Mujeres,65978,375441,17.573466940000000000000
226,Hombres,357572,1770229,20.199194570000000000000
227,Mujeres,244634,1123047,21.783059840000000000000
228,Hombres,682457,3595444,18.98116060000000000000
229,Mujeres,375161,2004152,18.719188960000000000000
230,Hombres,145688,994406,14.650756330000000000000
231,Mujeres,103171,665183,15.510167880000000000000
232,Hombres,47747,422774,11.293740860000000000000
233,Mujeres,30711,263349,11.661711270000000000000
234,Hombres,20072,264945,7.5759119820000000000000
235,Mujeres,16812,159261,10.556256710000000000000
236,Hombres,332157,1214332,27.353063250000000000000
237,Mujeres,125152,664894,18.822849960000000000000
238,Hombres,67200,888125,7.5665024630000000000000
239,Mujeres,117947,581207,20.293458270000000000000
240,Hombres,243930,1324739,18.413438420000000000000
241,Mujeres,181409,854602,21.227308150000000000000
242,Hombres,94902,417750,22.717414720000000000000
243,Mujeres,63147,264924,23.835892560000000000000
244,Hombres,21618,335107,6.4510738360000000000000
245,Mujeres,12815,184293,6.9536010590000000000000
246,Hombres,101607,594842,17.081342610000000000000
247,Mujeres,66075,350919,18.829131510000000000000
248,Hombres,73098,727673,10.045446240000000000000
249,Mujeres,46534,427042,10.896820450000000000000
250,Hombres,101596,642899,15.802793280000000000000
251,Mujeres,73128,346850,21.083465470000000000000
252,Hombres,34758,547966,6.343094280000000000000
253,Mujeres,12058,219024,5.5053327490000000000000
254,Hombres,153867,814984,18.879757150000000000000
255,Mujeres,113506,471856,24.055220240000000000000
256,Hombres,62629,274862,22.785616050000000000000
257,Mujeres,47984,165968,28.911597420000000000000
258,Hombres,177063,1809574,9.7847891270000000000000
259,Mujeres,91162,966076,9.436317640000000000000
260,Hombres,87066,488417,17.826160840000000000000
261,Mujeres,74834,302926,24.703723020000000000000
262,Hombres,26631,353848,7.5261129070000000000000
263,Mujeres,19022,186475,10.200831210000000000000
264,Hombres,4377795,26913995,16.265868370000000000000
265,Mujeres,2741480,15826941,17.321603710000000000000
266,Hombres,58341,256317,22.761268270000000000000
267,Mujeres,25737,152027,16.929229680000000000000
268,Hombres,156261,779609,20.043508990000000000000
269,Mujeres,105402,444228,23.727005050000000000000
270,Hombres,8786,158987,5.5262379940000000000000
271,Mujeres,3559,81145,4.3859757220000000000000
272,Hombres,17084,209068,8.1715040080000000000000
273,Mujeres,17589,117296,14.995396260000000000000
274,Hombres,171703,651844,26.341118430000000000000
275,Mujeres,62721,346870,18.081990370000000000000
276,Hombres,16557,158735,10.430591870000000000000
277,Mujeres,9630,107006,8.9994953550000000000000
278,Hombres,59850,1149799,5.2052576150000000000000
279,Mujeres,48833,444480,10.986546080000000000000
280,Hombres,214820,876826,24.499729710000000000000
281,Mujeres,116994,457033,25.598589160000000000000
282,Hombres,332272,2303308,14.425860540000000000000
283,Mujeres,183158,1678037,10.915015580000000000000
284,Hombres,63602,381374,16.677067660000000000000
285,Mujeres,27295,181327,15.052915450000000000000
286,Hombres,289545,1205676,24.01515830000000000000
287,Mujeres,151429,731408,20.703765890000000000000
288,Hombres,56127,676173,8.3006863630000000000000
289,Mujeres,72361,452425,15.994032160000000000000
290,Hombres,91662,612238,14.971628680000000000000
291,Mujeres,66554,354015,18.799768370000000000000
292,Hombres,351065,1757793,19.971919330000000000000
293,Mujeres,241456,1121207,21.535363230000000000000
294,Hombres,693353,3609150,19.210977650000000000000
295,Mujeres,387498,2102981,18.426129380000000000000
296,Hombres,144978,1005453,14.419172250000000000000
297,Mujeres,96450,625192,15.427260750000000000000
298,Hombres,52631,421107,12.498248660000000000000
299,Mujeres,31059,266098,11.672015570000000000000
300,Hombres,23317,265827,8.7714942420000000000000
301,Mujeres,15862,158653,9.9979199890000000000000
302,Hombres,319372,1210555,26.38227920000000000000
303,Mujeres,130752,671063,19.484310710000000000000
304,Hombres,61385,871479,7.0437727130000000000000
305,Mujeres,138882,603032,23.030618610000000000000
306,Hombres,240480,1302665,18.460617270000000000000
307,Mujeres,185213,841542,22.008764860000000000000
308,Hombres,91980,403865,22.774937170000000000000
309,Mujeres,58896,259080,22.732746640000000000000
310,Hombres,21443,334827,6.4042027670000000000000
311,Mujeres,14522,196778,7.3798900280000000000000
312,Hombres,105158,609199,17.261682960000000000000
313,Mujeres,68899,357825,19.254943060000000000000
314,Hombres,75653,738576,10.24308940000000000000
315,Mujeres,47786,435445,10.974061020000000000000
316,Hombres,112843,657332,17.166819810000000000000
317,Mujeres,79472,366912,21.659689520000000000000
318,Hombres,39896,549910,7.2550053650000000000000
319,Mujeres,15516,235423,6.590689950000000000000
320,Hombres,157890,810923,19.470405940000000000000
321,Mujeres,106836,475523,22.467052070000000000000
322,Hombres,62600,271937,23.020037730000000000000
323,Mujeres,42078,150054,28.041904910000000000000
324,Hombres,176840,1845886,9.5802232640000000000000
325,Mujeres,98171,941145,10.431017540000000000000
326,Hombres,85656,497484,17.217840170000000000000
327,Mujeres,72988,295817,24.673362250000000000000
328,Hombres,24645,330073,7.4665301310000000000000
329,Mujeres,17882,175874,10.167506280000000000000
330,Hombres,4403016,27204670,16.184780040000000000000
331,Mujeres,2775340,16007764,17.3374620000000000000
332,Hombres,57262,256947,22.28552970000000000000
333,Mujeres,26985,152984,17.639099510000000000000
334,Hombres,157768,769149,20.512020430000000000000
335,Mujeres,117516,478808,24.543449570000000000000
336,Hombres,9537,161863,5.8920197950000000000000
337,Mujeres,3483,81036,4.2980897380000000000000
338,Hombres,17416,216483,8.0449735080000000000000
339,Mujeres,16538,115759,14.286578150000000000000
340,Hombres,181789,663285,27.40737390000000000000
341,Mujeres,65202,366230,17.803566070000000000000
342,Hombres,16209,165738,9.7798935670000000000000
343,Mujeres,9758,107637,9.0656558620000000000000
344,Hombres,63145,1155632,5.4641096820000000000000
345,Mujeres,56346,451017,12.493098930000000000000
346,Hombres,200707,890145,22.547674820000000000000
347,Mujeres,127209,482622,26.3578950000000000000
348,Hombres,331523,2305012,14.38270170000000000000
349,Mujeres,196893,1678373,11.731182520000000000000
350,Hombres,66240,381913,17.344264270000000000000
351,Mujeres,23853,184841,12.90460450000000000000
352,Hombres,310031,1238261,25.037613230000000000000
353,Mujeres,164434,764628,21.50509790000000000000
354,Hombres,53705,740538,7.2521599160000000000000
355,Mujeres,75797,486866,15.56834940000000000000
356,Hombres,92224,624843,14.75954760000000000000
357,Mujeres,70156,367784,19.075326820000000000000
358,Hombres,359655,1793023,20.058582630000000000000
359,Mujeres,236572,1098836,21.52932740000000000000
360,Hombres,691838,3637616,19.018994860000000000000
361,Mujeres,374941,2060317,18.198219010000000000000
362,Hombres,137321,1002687,13.695300730000000000000
363,Mujeres,86981,668102,13.019119830000000000000
364,Hombres,50541,428228,11.802357620000000000000
365,Mujeres,35037,270265,12.96394280000000000000
366,Hombres,22170,263513,8.4132471640000000000000
367,Mujeres,16516,161898,10.201484890000000000000
368,Hombres,317582,1230318,25.813001190000000000000
369,Mujeres,122660,678516,18.077687190000000000000
370,Hombres,57207,876211,6.528906850000000000000
371,Mujeres,114670,555839,20.630074540000000000000
372,Hombres,245594,1352263,18.161703750000000000000
373,Mujeres,178181,900094,19.795821330000000000000
374,Hombres,88298,398383,22.164098370000000000000
375,Mujeres,60404,264929,22.800070960000000000000
376,Hombres,24410,338287,7.2157664940000000000000
377,Mujeres,15322,203023,7.5469281810000000000000
378,Hombres,106465,595609,17.874981740000000000000
379,Mujeres,58335,342564,17.028934740000000000000
380,Hombres,70350,739276,9.5160670710000000000000
381,Mujeres,47490,428397,11.08551180000000000000
382,Hombres,118568,648146,18.29340920000000000000
383,Mujeres,85213,379450,22.45697720000000000000
384,Hombres,33859,540073,6.2693376640000000000000
385,Mujeres,17873,222155,8.0452836980000000000000
386,Hombres,164244,813438,20.191336030000000000000
387,Mujeres,120600,480523,25.097654010000000000000
388,Hombres,61996,275191,22.528353030000000000000
389,Mujeres,43812,159245,27.512323780000000000000
390,Hombres,175281,1851685,9.4660268890000000000000
391,Mujeres,107830,926079,11.643715060000000000000
392,Hombres,93896,508472,18.46630690000000000000
393,Mujeres,81107,306359,26.474495610000000000000
394,Hombres,26185,342442,7.6465503650000000000000
395,Mujeres,17626,182588,9.6534273880000000000000
396,Hombres,4457870,27334362,16.308666730000000000000
397,Mujeres,2974192,16283505,18.265060260000000000000
398,Hombres,57875,259257,22.323408820000000000000
399,Mujeres,31130,156570,19.882480680000000000000
400,Hombres,166716,784555,21.249753040000000000000
401,Mujeres,117364,463417,25.325786490000000000000
402,Hombres,10722,161978,6.6194174520000000000000
403,Mujeres,4292,80239,5.3490198030000000000000
404,Hombres,15658,211707,7.3960709850000000000000
405,Mujeres,16472,114628,14.369961960000000000000
406,Hombres,187542,677828,27.668080990000000000000
407,Mujeres,72903,365499,19.94615580000000000000
408,Hombres,14153,166004,8.5256981760000000000000
409,Mujeres,8803,106264,8.2840849210000000000000
410,Hombres,71616,1168931,6.1266233850000000000000
411,Mujeres,66208,455519,14.534629730000000000000
412,Hombres,218396,877870,24.87794320000000000000
413,Mujeres,130216,494454,26.335311270000000000000
414,Hombres,330900,2341304,14.133149730000000000000
415,Mujeres,216137,1713769,12.611793070000000000000
416,Hombres,64554,379877,16.993395230000000000000
417,Mujeres,25508,183108,13.930576490000000000000
418,Hombres,308013,1246467,24.710882840000000000000
419,Mujeres,184412,777974,23.704134070000000000000
420,Hombres,49692,745677,6.6640113610000000000000
421,Mujeres,93631,499662,18.738867470000000000000
422,Hombres,93934,617270,15.217651920000000000000
423,Mujeres,62580,346355,18.068167050000000000000
424,Hombres,372446,1776731,20.962430440000000000000
425,Mujeres,252042,1116239,22.579573010000000000000
426,Hombres,729210,3660039,19.923558190000000000000
427,Mujeres,422547,2157008,19.589496190000000000000
428,Hombres,134366,1014227,13.248119010000000000000
429,Mujeres,81420,637279,12.776193790000000000000
430,Hombres,48129,430507,11.179609160000000000000
431,Mujeres,33607,264617,12.700242240000000000000
432,Hombres,20493,263879,7.7660594440000000000000
433,Mujeres,16167,159488,10.13681280000000000000
434,Hombres,329492,1253041,26.295388580000000000000
435,Mujeres,136750,698395,19.580609830000000000000
436,Hombres,59280,893188,6.636900630000000000000
437,Mujeres,114609,601443,19.055671110000000000000
438,Hombres,239606,1353013,17.709068580000000000000
439,Mujeres,222038,910908,24.375458330000000000000
440,Hombres,93856,401790,23.359466390000000000000
441,Mujeres,61998,262403,23.627016460000000000000
442,Hombres,21897,354038,6.1849293010000000000000
443,Mujeres,19187,211000,9.0933649290000000000000
444,Hombres,98728,611588,16.142893580000000000000
445,Mujeres,61108,342741,17.829206310000000000000
446,Hombres,71925,712255,10.098209210000000000000
447,Mujeres,55038,399851,13.764627320000000000000
448,Hombres,104704,610424,17.152667650000000000000
449,Mujeres,78662,371507,21.173759850000000000000
450,Hombres,34125,541537,6.3015084840000000000000
451,Mujeres,14922,232160,6.4274638180000000000000
452,Hombres,169466,808396,20.963240790000000000000
453,Mujeres,118622,499047,23.769705060000000000000
454,Hombres,61480,274115,22.428542760000000000000
455,Mujeres,45563,163259,27.908415460000000000000
456,Hombres,157356,1883050,8.3564430050000000000000
457,Mujeres,108255,971412,11.144087160000000000000
458,Hombres,91405,505273,18.090220530000000000000
459,Mujeres,84591,325046,26.024316560000000000000
460,Hombres,30135,348546,8.6459176120000000000000
461,Mujeres,17410,202244,8.6084135990000000000000
462,Hombres,4492267,27499469,16.335831790000000000000
463,Mujeres,2900336,16443138,17.638579690000000000000
464,Hombres,60166,266817,22.54953770000000000000
465,Mujeres,33263,166918,19.927748950000000000000
466,Hombres,170206,780882,21.796635090000000000000
467,Mujeres,110827,464398,23.864659190000000000000
468,Hombres,10421,168643,6.1793255580000000000000
469,Mujeres,5652,85818,6.5860309030000000000000
470,Hombres,16845,215863,7.8035605920000000000000
471,Mujeres,15611,115251,13.54521870000000000000
472,Hombres,176022,693350,25.387178190000000000000
473,Mujeres,77993,376803,20.69861440000000000000
474,Hombres,14204,162828,8.72331540000000000000
475,Mujeres,8605,107793,7.9828931380000000000000
476,Hombres,70676,1159204,6.0969423850000000000000
477,Mujeres,64787,456709,14.185619290000000000000
478,Hombres,206223,885034,23.301138710000000000000
479,Mujeres,122895,465674,26.390779820000000000000
480,Hombres,330064,2293344,14.392258640000000000000
481,Mujeres,213104,1739562,12.250440050000000000000
482,Hombres,61022,380820,16.023843290000000000000
483,Mujeres,25569,197356,12.955775350000000000000
484,Hombres,300104,1271505,23.602266610000000000000
485,Mujeres,168581,753846,22.362790280000000000000
486,Hombres,52095,758442,6.868686070000000000000
487,Mujeres,73464,481584,15.254659620000000000000
488,Hombres,99407,607052,16.375368170000000000000
489,Mujeres,58022,333293,17.408706450000000000000
490,Hombres,382968,1791275,21.379631830000000000000
491,Mujeres,245269,1125459,21.792797430000000000000
492,Hombres,744315,3721200,20.002015480000000000000
493,Mujeres,418440,2183389,19.164702210000000000000
494,Hombres,137799,1019895,13.511096730000000000000
495,Mujeres,94479,652254,14.485001240000000000000
496,Hombres,47864,422477,11.329374140000000000000
497,Mujeres,36745,280578,13.096180030000000000000
498,Hombres,21979,269621,8.1518131010000000000000
499,Mujeres,14512,163429,8.8796969940000000000000
500,Hombres,326821,1254756,26.046577980000000000000
501,Mujeres,131866,694928,18.975490990000000000000
502,Hombres,52730,882024,5.9782953750000000000000
503,Mujeres,103840,579105,17.931117850000000000000
504,Hombres,253502,1355088,18.707419740000000000000
505,Mujeres,229557,907802,25.287122080000000000000
506,Hombres,93728,408134,22.965006590000000000000
507,Mujeres,60317,266918,22.597576780000000000000
508,Hombres,22082,358047,6.1673467450000000000000
509,Mujeres,17619,208935,8.4327661710000000000000
510,Hombres,95908,610079,15.720587010000000000000
511,Mujeres,63918,375832,17.007066990000000000000
512,Hombres,68797,729010,9.4370447590000000000000
513,Mujeres,49790,405846,12.268200250000000000000
514,Hombres,109047,628272,17.356654440000000000000
515,Mujeres,78740,381098,20.66135220000000000000
516,Hombres,38960,545503,7.1420322160000000000000
517,Mujeres,13853,244561,5.6644354580000000000000
518,Hombres,162160,822421,19.717395350000000000000
519,Mujeres,100878,500589,20.151861110000000000000
520,Hombres,65152,274808,23.708188990000000000000
521,Mujeres,47925,167891,28.545306180000000000000
522,Hombres,179901,1885847,9.5395331650000000000000
523,Mujeres,113710,1017684,11.173409430000000000000
524,Hombres,91221,514598,17.726652650000000000000
525,Mujeres,83642,323643,25.843908260000000000000
526,Hombres,29878,362630,8.239252130000000000000
527,Mujeres,16863,218192,7.7285143360000000000000
528,Hombres,4495811,27286572,16.476276320000000000000
529,Mujeres,2798066,16239553,17.229944690000000000000
530,Hombres,59177,263092,22.492892220000000000000
531,Mujeres,31485,162275,19.402249270000000000000
532,Hombres,160967,784303,20.523573160000000000000
533,Mujeres,112553,450574,24.979914510000000000000
534,Hombres,11281,166871,6.7603118580000000000000
535,Mujeres,6298,87290,7.2150303590000000000000
536,Hombres,16030,210571,7.6126342180000000000000
537,Mujeres,14502,114970,12.613725320000000000000
538,Hombres,186864,687205,27.191885970000000000000
539,Mujeres,70711,364714,19.388068460000000000000
540,Hombres,13852,161945,8.5535212570000000000000
541,Mujeres,8002,108593,7.3687990940000000000000
542,Hombres,75422,1152648,6.5433679670000000000000
543,Mujeres,62521,459490,13.606607330000000000000
544,Hombres,177142,885288,20.009533620000000000000
545,Mujeres,118215,476923,24.787020130000000000000
546,Hombres,363088,2311208,15.709879860000000000000
547,Mujeres,204093,1725232,11.829887230000000000000
548,Hombres,71936,387022,18.587057070000000000000
549,Mujeres,27817,191692,14.511299380000000000000
550,Hombres,313340,1239089,25.287933310000000000000
551,Mujeres,159639,725927,21.99105420000000000000
552,Hombres,46498,733252,6.3413396760000000000000
553,Mujeres,76590,465770,16.443738330000000000000
554,Hombres,98093,608014,16.133345610000000000000
555,Mujeres,67130,358485,18.726027590000000000000
556,Hombres,398528,1801877,22.117380930000000000000
557,Mujeres,218348,1121406,19.470914190000000000000
558,Hombres,721574,3649993,19.76918860000000000000
559,Mujeres,410475,2129489,19.275751130000000000000
560,Hombres,124967,1008619,12.389911350000000000000
561,Mujeres,86614,613004,14.129434720000000000000
562,Hombres,48968,421931,11.605689080000000000000
563,Mujeres,33248,275264,12.078586380000000000000
564,Hombres,21860,269074,8.1241591530000000000000
565,Mujeres,15257,163826,9.3129295720000000000000
566,Hombres,320435,1258965,25.452256420000000000000
567,Mujeres,132331,703408,18.812836930000000000000
568,Hombres,69830,858583,8.1331682550000000000000
569,Mujeres,101571,542913,18.708522360000000000000
570,Hombres,237296,1361134,17.433698670000000000000
571,Mujeres,202179,889758,22.722920160000000000000
572,Hombres,92288,410057,22.506139390000000000000
573,Mujeres,57489,269754,21.311639490000000000000
574,Hombres,22961,359878,6.380217740000000000000
